restaurant;online_order;book_table;rate;votes;phone;location;rest_type;dish_liked;cuisines;address;approx_cost;listed_in_type
"Namma Biryani";Yes;No;3.6;24;"+91 7619474889";Banashankari;"Quick Bites";NULL;"Biryani, Chinese, North Indian";"1111, Near KIMS, 30th Main Road, Siddanna Layout, Stage 2, Banashankari, Bangalore";250;Delivery
"Nandhanu's Rasoi";Yes;No;3;175;"080 48533260";"Kumaraswamy Layout";"Quick Bites";NULL;"Chinese, North Indian";"Dayanandasagar College Road, Teachers Colony, Kumaraswamy Layout, Bangalore";400;Delivery
"Hotel Pork Paradise";Yes;No;3.7;21;"+91 8088040404
+91 9986800010";"Mysore Road";"Quick Bites";NULL;"South Indian";"D/25, 2nd Main, 260 Mysore Road Tollgate, Opposite Gopalan Mall, Mysore Road, Bangalore";300;Delivery
"As On Fire";Yes;No;3.5;41;"+91 9731111852";"South Bangalore";"Food Truck";Pizza;"Pizza, Fast Food, BBQ";"75, 21st Main Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore";400;Delivery
"J K Fish Land";Yes;No;3.6;35;"+91 9535915646";Jayanagar;"Quick Bites";NULL;"Seafood, Mangalorean";"272, 14th Cross Road, Yediyur, Jayanagar, Bangalore";300;Delivery
"Curry Leaves";Yes;No;4.1;176;"+91 8048666976
+91 8026760130";Basavanagudi;"Casual Dining";"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani";"Andhra, North Indian, Chinese";"15, 1st Main, Kariyappa Road, Basavanagudi, Bangalore";800;Delivery
"Lassi Shop";Yes;No;3.5;45;"+91 9342508139";Banashankari;"Beverage Shop";NULL;"Beverages, Ice Cream, Fast Food";"742, 50 Feet Rd, Raghavendra Block, Banashankari 3rd Stage, Banashankari, Bangalore";300;Delivery
"Magic Meals";Yes;No;3.7;47;"+91 9986281317
+91 8970050267";Jayanagar;"Quick Bites, Dessert Parlor";"Biryani, Thick Shakes, Fries";"Fast Food, Desserts, Beverages";"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore";400;Delivery
"Desi Cream Junction";Yes;Yes;3.7;36;"+91 9342943356
+91 9880988500";Jayanagar;"Casual Dining";Vegetarian;"Chinese, North Indian, Pizza, Italian";"7th Main Road, 4th Block, Jayanagar East, Bangalore";650;Delivery
"Drunken Monkey";Yes;No;3.8;52;"+91 9916625307
+91 9686859087";"Kumaraswamy Layout";"Beverage Shop, Quick Bites";NULL;"Beverages, Fast Food";"1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore";400;Delivery
"Ruchi's Corner";Yes;No;2.7;123;"+91 9113802089";Banashankari;"Quick Bites";NULL;"Fast Food";"186, 24th Cross, 2nd Stage, Banashankari, Bangalore";200;Delivery
"Tandoori Bytes";Yes;No;3.6;59;"080 48668939";"Kumaraswamy Layout";"Casual Dining";NULL;"North Indian";"16, Sri Banashankri Arcade, Opposite GSI Building, Kumaraswamy Layout, Bangalore";700;Delivery
"Bangalore Donne Biriyani";Yes;No;3.2;4;"+91 7829825712";"Kumaraswamy Layout";"Quick Bites";NULL;"South Indian, Biryani";"52 ,Dayanad Sagar College Road, Teachers Colony, Kumaraswamy Layout, Bangalore";300;Delivery
"SGS Non Veg - Gundu Pulav";Yes;No;3.8;101;"080 41147306";Banashankari;"Quick Bites";NULL;"Biryani, Fast Food";"57, Kadirenahalli Road, Banashankari, Bangalore";400;Delivery
Keventers;Yes;No;3.7;54;"080 49652198";Banashankari;"Beverage Shop, Dessert Parlor";NULL;"Desserts, Beverages, Ice Cream";"2465, 24th Cross, 2nd Stage, Banashankari, Bangalore";400;Delivery
"Sree Sagar";Yes;No;NULL;0;"+91 9449150005";Banashankari;"Quick Bites";NULL;"South Indian";"8, Yarab Nagar Main Road, 2nd Stage, Banashankari, Bangalore";200;Delivery
"Navi Food Point";Yes;No;3.6;22;"+91 9060891441";Basavanagudi;"Quick Bites";NULL;"Fast Food";"142/1,Surveyor Street, Gandhi Bazaar, Basavanagudi, Bangalore";200;Delivery
"Shawarma Inc";Yes;No;3.1;31;"+91 9900012191
+91 9538550509";Banashankari;Takeaway;NULL;"Rolls, Lebanese";"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA complex, Banashankari, Bangalore";250;Delivery
"The Cafe Nuts and Bolts";Yes;No;3;29;"+91 7019869484
+91 8892454909";"Kumaraswamy Layout";Cafe;NULL;"Cafe, Fast Food, Chinese";"83/5,4th Cross. 50 Feet Road,1st Stage, Kumaraswamy Layout, Bangalore";500;Delivery
"AM WOW";Yes;No;3.4;6;"+91 9902039516";Jayanagar;"Beverage Shop";NULL;Beverages;"615, Janardhan Mansion, 32nd D Cross Road, 10th C Main Road, 4th Block, Jayanagar, Bangalore";100;Delivery
"Lalbagh Grand";Yes;No;3;22;"080 41473344";Basavanagudi;"Quick Bites";NULL;"South Indian, North Indian, Chinese";"1, Krishna Rao Road, Basavanagudi, Bangalore";250;Delivery
"Funjabi Curries";Yes;No;2.9;11;"+91 7010846043";Banashankari;"Quick Bites";NULL;"North Indian";"476, 2nd Floor, 9th Cross, Avalahalli, Banashankari, Bengaluru";500;Delivery
"Eat Repeat";Yes;No;3.9;101;"+91 9945607074
+91 9880308011";Basavanagudi;"Quick Bites";"Sweet Pongal, Curd Rice";"South Indian";"13, 4th Cross Road, NR Colony, Basavanagudi, Bengaluru";150;Delivery
Salut;Yes;Yes;4.1;442;"+91 8971285555
080 49709755";Jayanagar;"Pub, Casual Dining";"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken";"Continental, Finger Food, Seafood, Pizza";"382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore";1,200;Delivery
"Nammura Donne Biriyani";Yes;No;3.5;155;"080 49652156";Basavanagudi;"Quick Bites";NULL;"Biryani, Fast Food";"84/1, South End Road, Basavanagudi, Bangalore";400;Delivery
"Lassi Stop";Yes;No;3.4;12;"+91 9342969516";Banashankari;"Beverage Shop, Quick Bites";NULL;"Beverages, Fast Food, Juices";"11,12, 80 Feet Road, Behind Reliance Fresh, Banashankri, Bangalore";150;Delivery
"Dakshin Kitchen";Yes;No;3.6;15;NULL;Basavanagudi;"Quick Bites";NULL;"South Indian";"Kabirmutt Road, Gavipuram Extension, Basavanagudi, Bangalore";100;Delivery
"Sri Sai Cafe";Yes;No;3.5;10;"+91 9900058555";Basavanagudi;"Quick Bites";NULL;"South Indian";"117, Govindadappa Road, Gandhi Bazar, Basavangudi, Bangalore";200;Delivery
"Sri Sai 99 Variety Dosa";Yes;No;3.8;25;"+91 8867774217";Banashankari;"Quick Bites";NULL;"South Indian";"Near Reliance Trends, 1st Cross, 3rd Phase, Banashankari, Bangalore";300;Delivery
"Utsav Restaurant";Yes;No;3.8;61;"+91 9986874634";Banashankari;"Quick Bites";NULL;"North Indian, Chinese";"38/A, Mount Joy Road, Hanumanthnagar, Behind BMS College, Banashankari, Bangalore";300;Delivery
"Crunch and Munch";Yes;No;3.7;23;"080 26392882
+91 9900568386";Uttarahalli;"Quick Bites";NULL;"Chinese, Street Food, Ice Cream";"11, Canara Bank Colony, Uttarahalli, Bangalore";300;Delivery
"Food Geek";Yes;No;3.8;25;"+91 6361205115";Basavanagudi;"Quick Bites";NULL;"Sandwich, Fast Food, Rolls";"3/1, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore";350;Delivery
"Sri Krishna Aramane";Yes;No;3.7;40;"+91 9611401201
+91 8660504675";"Kumaraswamy Layout";"Quick Bites";NULL;"South Indian, North Indian, Chinese, Fast Food";"1832, 14th Cross Road, 2nd Stage, Bendre Nagar, Kumaraswamy Layout, Bangalore";200;Delivery
"Great Indian Rolls";Yes;No;3.3;4;"+91 9686631631
+91 9740088890";Basavanagudi;"Quick Bites";NULL;Rolls;"Near Metro Station R.V.Road, Basavanagudi, Bangalore";100;Delivery
"Chats Point";Yes;No;3.4;8;"+91 8660601501";Basavanagudi;"Quick Bites";NULL;"Fast Food, Street Food";"14/1 5 th Main 2nd Cross, Near BMS Hostel, Basavanagudi, Bangalore";150;Delivery
"Food Point";Yes;No;3.5;32;"+91 9986138782";"Kumaraswamy Layout";"Quick Bites";NULL;"North Indian, Chinese";"139, 72nd Cross, Kumaraswamy Layout, Bangalore";300;Delivery
"Swarga Ruchi";Yes;No;3.3;10;"+91 9845912799";Basavanagudi;"Quick Bites";NULL;"South Indian";"65, Parvati Bhavan, Appu Rao Road, Chamaraj Pet, Chamarajpet, Basavanagudi, Bangalore";200;Delivery
"Kolkata King";Yes;No;3.4;6;"+91 7019698036
+91 9740104633";Basavanagudi;"Quick Bites";NULL;"Fast Food, Rolls";"32, Khaleel Plaza, Opposite Vijaya Collage, RV Road, Basavanagudi, Bangalore";300;Delivery
"Sandwich Mama's And Frozen Monster";Yes;No;3.8;53;"00 09945784161";Jayanagar;"Quick Bites";"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich";"Ice Cream, Beverages, Fast Food";"22, Second Main Road, 7th Block, Jayanagar, Bangalore";250;Delivery
"New Rajadhani Spicy";Yes;No;3.7;67;"+91 8971562572";"Kumaraswamy Layout";"Casual Dining";NULL;"North Indian";"16, Lalitha Enterprises, Kadirenahalli Main, Bendre Nagar, Kumaraswamy Layout, Bangalore";700;Delivery
"Big Mishra Pedha";Yes;No;2.9;23;"+91 9141474000";Jayanagar;"Sweet Shop";NULL;Mithai;"1/72, 27th Cross, Opposite To Janatha Bazar, 4th Block, Jayanagar, Bangalore";250;Delivery
VEGeatz;Yes;No;3.4;19;"+91 9901533200";Banashankari;"Quick Bites";NULL;"South Indian, North Indian";"28/12/2, 3rd Main Road, Mountjoy Extension, Hanumantanagar, Banashankari, Bengaluru";200;Delivery
Foodizo;Yes;No;3.6;24;"+91 9742652245";Banashankari;"Quick Bites";NULL;"Desserts, Fast Food, Continental";"17, Near BDA Complex, 25th Cross Road, 21st Main, 2nd Stage, Banashankari, Bangalore";300;Delivery
"Food Springs";Yes;No;4;232;"080 42010153";Jayanagar;"Quick Bites";"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll";"South Indian, Chinese";"559, 32nd Cross, 10th A Main, 4th Block, Jayanagar, Bangalore";400;Delivery
"Chung's Chinese Corner";Yes;No;3.9;221;"080 26644700
080 41211700";Jayanagar;"Casual Dining";"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian";Chinese;"295, Sri Krishna Complex, 10th Main, 3rd Block, Jayanagar, Bangalore";700;Delivery
"Eurasia Pasta and Barbeque by Little Italy";Yes;Yes;4.1;1063;"080 22452202
080 22452203";Jayanagar;"Casual Dining, Bar";"Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails";"Italian, Fast Food, Salad, BBQ";"12, 32nd Cross, 7th Block, Jayanagar, Bangalore";1,200;Delivery
"Goli Vada Pav No. 1";Yes;No;3.7;93;"+91 9845208282
+91 9538308282";Basavanagudi;"Quick Bites";"Masala Vada Pav, Cheese Vada Pav, Fries";"Street Food";"92/1, Next to Vodafone Store, Gandhi Bazar Main Road, Basavanagudi, Bangalore";200;Delivery
Ragoo's;Yes;No;3.9;233;"080 26762888
080 26763888";Jayanagar;"Casual Dining";"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli";"Italian, Pizza, North Indian, Salad";"16, 5th B Main, KR Road, Jayanagar, Bangalore";800;Delivery
"Pure & Natural";Yes;No;3.9;211;"+91 9880372471
080 26633304";Jayanagar;"Casual Dining";"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad";"Fast Food, Continental, Beverages, Salad, Healthy Food";"Near National College, 7th Block, Jayanagar, Bangalore";500;Delivery
Maiyas;Yes;No;4;1778;"+91 9632411352";Jayanagar;"Quick Bites";"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath";"North Indian, South Indian, Fast Food, Juices";"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore";200;Delivery
"Sip n Dine";Yes;No;3.6;218;"+91 9741464017
080 23402484";"Vijay Nagar";"Casual Dining";"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka";"North Indian, Chinese, South Indian";"998/20, Poornima Complex, First Floor, Service Road, R.P.C. Layout, Vijay Nagar, Bangalore";800;Delivery
"Cafe Mondo";Yes;No;3.7;514;"080 42088686";Basavanagudi;Cafe;"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge";"Cafe, Italian, Beverages";"2/2, Pattalamma Gudi Street, Armugam Circle, Near South End Circle, Basavanagudi, Bangalore";600;Delivery
Jalpaan;Yes;Yes;4;866;"080 26761992
+91 9591996826";Jayanagar;"Casual Dining";"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi";"North Indian, Continental";"539/49, 9th Cross, Kanakpura Road, 7th Block, Jayanagar, Bangalore";900;Delivery
"Kataria's Pakwan";Yes;No;3.2;96;"+91 9845089103";"Kumaraswamy Layout";"Quick Bites";"Paratha, Lassi, Manchurian, Thali";"North Indian";"31, 2nd Cross, 1st Stage, Padmanabh Nagar, Kumaraswamy Layout, Bangalore";400;Delivery
"Juicy Momos";Yes;No;3.5;80;"+91 9538550509";Banashankari;"Quick Bites";"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos";"Tibetan, Momos";"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA Complex, Banashankari, Bangalore";250;Delivery
"Amande Patisserie";Yes;No;4;73;"080 26761080";Basavanagudi;Bakery;"Macaroon, Mousse, Caramel Eclair";"Bakery, French, Desserts";"115, 4th Main, 4th Stage, Thyagarajanagar, Near, Basavanagudi, Bangalore";300;Delivery
"Anand Sweets and Savouries";Yes;No;3.9;84;"080 22446973";Jayanagar;"Sweet Shop";"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori";"Mithai, Street Food";"4 & 5, 27th Cross, 4th Block, Jayanagar, Bangalore";400;Delivery
"Chicken Hunt";Yes;No;3.5;88;"+91 8762427116
+91 9591490143";Banashankari;"Quick Bites";"Chicken Grill";"South Indian, North Indian, Chinese, Biryani";"222, 100 Feet Road, Near Kathriguppe Signal, Opposite Udbav Hospital, 6th Block, 3rd Stage, Banashankari, Bangalore";350;Delivery
"Swadesh Tadka";Yes;No;3.5;179;"080 42151252
+91 9886681252";Banashankari;"Casual Dining";"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani";"North Indian, Chinese, Beverages";"101, Manjunatha Complex, Near BDA Complex, 22nd Main, 2nd Stage, Banashankari, Bangalore";600;Delivery
Cane-O-La;Yes;No;3.8;61;"080 22977700";Basavanagudi;"Quick Bites";"Sugarcane Juice, Popcorn";Juices;"44/1, Bull Temple Road, Basavanagudi, Bangalore";100;Delivery
"New Biryani Mane";Yes;No;3.7;128;"+91 9241593725
+91 9880150550";Uttarahalli;"Casual Dining";"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti";"North Indian, Chinese, Biryani, South Indian";"2, Chikkalsandra, Uttarahalli Main Road, Uttarahalli, Bangalore";450;Delivery
"Upahara Darshini";Yes;No;3.8;339;"+91 9980919186";Jayanagar;"Quick Bites";"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli";"South Indian, North Indian, Chinese";"9A Main Road, 3rd Block, Jayanagar, Bangalore";400;Delivery
"Karnataka Bhel House";Yes;No;4.1;449;"+91 9845100870";Basavanagudi;"Quick Bites";"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri";"Street Food";"6, 2nd Main, 3rd Cross, Chamrajpet, Basavanagudi, Bangalore";100;Delivery
"Sreeraj Lassi Bar";Yes;No;4.1;210;"080 42198037";Jayanagar;"Dessert Parlor, Beverage Shop";"Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi";Beverages;"196, 8th E Main, 27th Cross, 3rd Block, Suraj Plaza, Jayanagar, Bangalore";150;Delivery
"Juice Junction Food Court";Yes;No;3.7;57;"+91 9986282260";Basavanagudi;"Quick Bites";NULL;"Juices, South Indian, Chinese, Fast Food";"54, Bull Temple Road, Basavanagudi, Bangalore";200;Delivery
"Bunt's Biriyani Palace";Yes;No;3;213;"080 26697231
+91 8711090256";Banashankari;"Quick Bites";"Neer Dosa, Sea Food, Pepper Chicken";"North Indian, South Indian, Chinese, Biryani, Seafood";"487, 80 Feet Road, Bank Colony, 1st Stage, Banashankari, Bangalore";400;Delivery
"Chai Point";Yes;No;3.2;208;"+91 8880141000";Jayanagar;"Beverage Shop, Quick Bites";"Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut";"Tea, Beverages, Fast Food";"525/2, Opposite Lacasa, 10th Main, 33rd Cross, 4th Block, Jayanagar, Bangalore";250;Delivery
Janahaar;Yes;No;3.8;70;"+91 9740290589";Banashankari;"Quick Bites";"Masala Dosa, Idli, Filter Coffee, Medu Dosa";"South Indian";"162 , Kathreguppe Cross Road, 3rd Stage, Banashankari, Bangalore";100;Delivery
Redberrys;Yes;No;4;219;"+91 9148421256";Basavanagudi;Cafe;"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam";"Cafe, Italian";"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore";600;Delivery
Utsav;Yes;No;3.7;59;"+91 9632695401";Banashankari;"Quick Bites";"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav";"North Indian, Street Food";"46, 80 Feet Road, 3rd Stage, Banashankari, Bangalore";200;Delivery
"Meat And Eat";Yes;No;3.1;10;"080 40955150";Banashankari;"Quick Bites";NULL;"Fast Food, Burger";"241, 100 Feet Road, Opposite Eshwari Theater, 3rd stage, Banashankari, Bangalore";500;Delivery
"Snacks Bite";Yes;No;3;9;"+91 9035001878
+91 9900272957";"Kumaraswamy Layout";"Quick Bites";NULL;"Fast Food, Momos";"173, Shop 4, Ground Floor, Teachers Colony, First stage, D.S.I College Main Road, Kumaraswamy Layout, Bangalore";400;Delivery
"The Spice Saga";Yes;No;3.7;124;"+91 7397773606";"Kumaraswamy Layout";"Casual Dining";"Biryani, Chicken Grill, Butter Chicken";"Biryani, North Indian, Chinese, Seafood";"642, 14th Main, Kumaraswamy Layout, Bangalore";750;Delivery
"Dakshin Cafe";Yes;No;3.7;19;"+91 9916806236";"Kumaraswamy Layout";"Quick Bites";NULL;"South Indian";"1061, Gowrisutha, 50 Feet Rd, 1st Stage, Kumaraswamy Layout, Bangalore";100;Delivery
"Mr. Parathewala";Yes;No;NULL;0;"+91 8884135349";Jayanagar;"Takeaway, Delivery";NULL;"North Indian";"615/1, Janardhan Mansion, 10th C Main Road, 32nd D Road, 4th block, Jayanagar, Bangalore";300;Delivery
"Kaulige Millet Corner";Yes;No;3.3;4;"+91 9845490382";Basavanagudi;"Quick Bites";NULL;"Healthy Food, South Indian";"201, 4th Main Road, Next to National Lassi Bar, Chamrajapet, Basavanagudi, Bangalore";150;Delivery
"Ifruit Ice Cream";Yes;No;3.3;4;"+91 8095181740";"Kumaraswamy Layout";"Dessert Parlor";NULL;"Desserts, Ice Cream";"1771, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore";150;Delivery
Havmor;Yes;No;3.8;21;"+91 9591082665";Basavanagudi;"Dessert Parlor";NULL;"Ice Cream, Desserts";"75, Kanakapura Road, Vasavi Circle, V.V Puram, Basavanagudi, Bangalore";200;Delivery
"Grand Food";Yes;No;3.4;8;"+91 9980340788
+91 9449327226";Banashankari;"Quick Bites, Bakery";NULL;"South Indian, Bakery, Chinese";"6/1, Anjaneya Nagar, 100ft Ring Road, Banashankari 3rd Stage, Banashankari, Bangalore";250;Delivery
"Dining Hut";Yes;No;3.5;10;"+91 8660059043";"Kumaraswamy Layout";"Quick Bites";NULL;"North Indian, Chinese, South Indian";"1080, Near Niligiris, Kumaraswamy Layout, Bangalore";400;Delivery
"7 Hills Garden Restaurant";Yes;No;NULL;0;"+91 9886457657";Banashankari;"Quick Bites";NULL;"North Indian, Mughlai, Chinese";"1296 1st Block, 6th Stage, South Circle Banashankari, Bangalore";400;Delivery
"Desi Swaad";Yes;No;3.5;10;"+91 8548849073
+91 9900128173";"Kumaraswamy Layout";"Quick Bites";NULL;"North Indian";"1554, 11th Cross, 1st Stage, Kumarswamy Layout, Near Sagar Hospital, Kumaraswamy Layout, Bangalore";400;Delivery
"Yummy Momos";Yes;No;3.2;4;"+91 9535471685
+91 7022151183";"Kumaraswamy Layout";"Quick Bites";NULL;"Momos, Tibetan, Chinese";"Sri Ganesh Fast Food. Opposite Goli ,Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore";200;Delivery
"Masale Daan";Yes;No;3.1;4;"+91 7975688235";Banashankari;Delivery;NULL;"North Indian";"Fresh Menu, Stavyah Arcade #10, 3rd floor 9th Main, Opp to Daily Bread, Yarab Nagar Main Rd, Banashankari Stage II, Bengaluru- 560070.";350;Delivery
"Sri Manjunatha Tandoori Corner";Yes;No;NULL;0;"+91 8971611570";Uttarahalli;"Quick Bites";NULL;Mughlai;"3rd Main Rd, Arehalli, Hosakerehalli, Uttarahalli, Bangalore";300;Delivery
"Grow Fit";Yes;No;3.6;16;"+91 7259662169";"JP Nagar";"Takeaway, Delivery";NULL;"Healthy Food, North Indian, Thai";"954, 2nd Floor, 24th Main, 2nd Phase, Opposite LIC Building, JP Nagar, Bangalore";500;Delivery
"The House Of Vadapav";Yes;No;NULL;0;"+91 8884563131
+91 9945435158";Banashankari;"Quick Bites";NULL;NULL;"85, 7th Main Road, Nandakumar Layout, Ramanjaneya Nagar, Banashankari, Bangalore";150;Delivery
Cutcakes;Yes;No;NULL;0;"+91 9108239452";"Kumaraswamy Layout";"Takeaway, Delivery";NULL;Bakery;"30, 1st Main Road, Havish Nilaya, Samruddhi Enclave, Kumaraswamy Layout, Bangalore";300;Delivery
"Lassi Spot";Yes;No;3.3;4;"+91 8050567900";"Kumaraswamy Layout";"Beverage Shop";NULL;NULL;"728, 24th Cross, Opposite SBI Bank, 1st Stage, Kumaraswamy Layout, Bangalore";100;Delivery
"Sandwich Hub";Yes;No;3.4;12;"+91 9343264000";Jayanagar;"Quick Bites";NULL;"Fast Food, Sandwich";"616/2, 31st Cross, 10th A Main Road, 4th Block, Jayanagar, Bangalore";300;Delivery
"Healthy Bakes 'n' Brew";Yes;No;NULL;0;"+91 9845285003";Jayanagar;Bakery;NULL;Bakery;"734, Marenahalli Rd, 8th Block, Shakambari Nagar, 1st Phase, Jayanagar, Bangalore";150;Delivery
"Udupi Sri Krishna Cafe";Yes;No;3.9;14;"080 22440505";Jayanagar;"Casual Dining";NULL;"North Indian, South Indian";"24, 8th C Main, Behind Post Office, 4th Block, Jayanagar, Bangalore";600;Delivery
"Starlite Bakery & Fastfood";Yes;No;3.7;0;"080 49653268";Jayanagar;"Quick Bites";NULL;"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts";"25/4, 7th Block K.R Road, 8TH Cross Opposite, HDFC Bank, Jayanagar, Bangalore";300;Delivery
Veganbreak24x7;Yes;No;2.8;5;"+91 9739008132";"City Market";"Takeaway, Delivery";NULL;"South Indian, Chinese, Continental, Biryani";"2, Medical College East Main Road, Kalasipalyam, Behind Bangalore Medical College, City Market, Bangalore";199;Delivery
"Aadhya Hotel";Yes;No;3.3;5;"+91 9741115446";Basavanagudi;"Casual Dining, Bar";NULL;"South Indian, North Indian, Chinese, Biryani";"215, 2nd Main, Thygarajanagar, Basavanagudi, Bangalore";800;Delivery
"Dodda Mane Baaduta";Yes;No;3.5;15;"+91 8618270597";Banashankari;"Quick Bites";NULL;"North Indian, South Indian, Chinese, Biryani";"3313, Vishwabharati Layout, 80 Feet Road, Girinagar, 4th Phase, Stage 3, Banashankari, Bangalore";250;Delivery
"Swadd Kitchen";Yes;No;3.4;4;"+91 8042140454
+91 9080869067";Basavanagudi;"Casual Dining";NULL;"North Indian, Fast Food";"32/2, DVG Road, Basavanagudi, Karnataka, Bangalore";500;Delivery
